"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"Penguin_Fish2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Penguin_Fish cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Penguin_Fish10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Penguin_Fish cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Flying_Seabirds total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Flying_Seabirds1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds16_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds17_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds18_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds19_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds20_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Flying_Seabirds cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Flying_Seabirds1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds16_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds17_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds18_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds19_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds20_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Flying_Seabirds cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds16_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds17_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds18_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds19_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Flying_Seabirds20_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Flying_Seabirds cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Minke_Whales total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Minke_Whales1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Minke_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Minke_Whales1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Minke_Whales15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Other_Baleen_Whales total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Other_Baleen_Whales1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
